"","RECID","WGHTFIN","SURVMNTH","LANINT","AGEC","AGEGR5","AGEGR10","SEX","MARSTAT","AGEPRGR5","PRTYPEC","CHRFLAG","AGECHRYC","CHR0004C","CHR0512C","CHR1314C","CHR1518C","CHR1924C","CHR25UPC","CHH0004C","CHH0512C","CHH1314C","CHRTIME6","PARHSD","LIVARR12","LIVARR08","HSDSIZEC","FAMTYPE","MULTIGEN","PRV","REGION","CMAPRV","A2","A3","A4","A5","A6","DDAY","DIARYDAY","DIARYREC","DVTDAY","DUR001","DUR002","DUR011","DUR012","DUR021","DUR022","DUR023","DUR030","DUR040","DUR050","DUR060","DUR070","DUR080","DUR090","DUR101","DUR102","DUR110","DUR120","DUR130","DUR140","DUR151","DUR152","DUR161","DUR162","DUR163","DUR164","DUR171","DUR172","DUR173","DUR181","DUR182","DUR183","DUR184","DUR185","DUR186","DUR190","DUR200","DUR211","DUR212","DUR213","DUR220","DUR230","DUR240","DUR250","DUR260","DUR271","DUR272","DUR281","DUR282","DUR291","DUR292","DUR301","DUR302","DUR303","DUR304","DUR310","DUR320","DUR331","DUR332","DUR340","DUR350","DUR361","DUR362","DUR380","DUR390","DUR400","DUR410","DUR411","DUR430","DUR431","DUR440","DUR450","DUR460","DUR470","DUR480","DUR491","DUR492","DUR500","DUR511","DUR512","DUR520","DUR530","DUR540","DUR550","DUR560","DUR580","DUR590","DUR600","DUR610","DUR620","DUR630","DUR640","DUR642","DUR651","DUR652","DUR660","DUR661","DUR671","DUR672","DUR673","DUR674","DUR675","DUR676","DUR677","DUR678","DUR680","DUR691","DUR692","DUR701","DUR702","DUR711","DUR712","DUR713","DUR720","DUR730","DUR741","DUR742","DUR743","DUR751","DUR752","DUR753","DUR754","DUR760","DUR770","DUR780","DUR791","DUR792","DUR793","DUR800","DUR801","DUR802","DUR803","DUR804","DUR805","DUR806","DUR807","DUR808","DUR809","DUR810","DUR811","DUR812","DUR813","DUR814","DUR815","DUR816","DUR821","DUR822","DUR831","DUR832","DUR841","DUR842","DUR850","DUR861","DUR862","DUR863","DUR864","DUR871","DUR872","DUR873","DUR880","DUR891","DUR892","DUR893","DUR894","DUR900","DUR911","DUR912","DUR913","DUR914","DUR920","DUR931","DUR932","DUR940","DUR950","DUR961","DUR962","DUR980","DUR990","DURLOC01","DURLOC02","DURLOC03","DURLOC04","DURLOC05","DURLOC06","DURLOC07","DURLOC08","DURLOC09","DURLOC10","DURLOC97","DURLOC98","DURLOC99","DURSOC01","DURSOC02","DURSOC03","DURSOC04","DURSOC05","DURSOC06","DURSOC07","DURSOC08","DURSOC09","DURSOC10","DURSOC11","DURSOC97","DURSOC98","DURSOC99","DURMEIN","DURMEOUT","DURPER","DURORG","DURNHLP","DURNASK","DURNSTA","DURP65","DURPLIM","DURPPAR","DURPCH","DURPFAM","DURPFRI","DURPNEI","DURPCWO","DURPOTH","DUROAGED","DUROCH","DUROLIM","DUROOTH","DVPAID","DVDOM","DVCHILDC","DVSHOP","DVPERS","DVEDUCAT","DVORGAN","DVENTERT","DVSPORT","DVMEDIA","DVRESID","DVTRANS","WORKPAID","OTHRPAID","COOKDOMS","HSKPDOMS","MAINDOMS","OTHRDOMS","SHOPDOMS","CHLDDOMS","VLNTORGN","SCHLEDUC","MEALPERS","OTHRPERS","RESTSOCL","HOMESOCL","OTHRSOCL","TELEMDIA","READMDIA","OTHRMDIA","ENTREVNT","SPRTACTV","OTHRACTV","DURCOMWK","DURCOMED","DURCOMHM","DURCOMLS","TOTEPISO","EPI001","EPI002","EPI011","EPI012","EPI021","EPI022","EPI023","EPI030","EPI040","EPI050","EPI060","EPI070","EPI080","EPI090","EPI101","EPI102","EPI110","EPI120","EPI130","EPI140","EPI151","EPI152","EPI161","EPI162","EPI163","EPI164","EPI171","EPI172","EPI173","EPI181","EPI182","EPI183","EPI184","EPI185","EPI186","EPI190","EPI200","EPI211","EPI212","EPI213","EPI220","EPI230","EPI240","EPI250","EPI260","EPI271","EPI272","EPI281","EPI282","EPI291","EPI292","EPI301","EPI302","EPI303","EPI304","EPI310","EPI320","EPI331","EPI332","EPI340","EPI350","EPI361","EPI362","EPI380","EPI390","EPI400","EPI410","EPI411","EPI430","EPI431","EPI440","EPI450","EPI460","EPI470","EPI480","EPI491","EPI492","EPI500","EPI511","EPI512","EPI520","EPI530","EPI540","EPI550","EPI560","EPI580","EPI590","EPI600","EPI610","EPI620","EPI630","EPI640","EPI642","EPI651","EPI652","EPI660","EPI661","EPI671","EPI672","EPI673","EPI674","EPI675","EPI676","EPI677","EPI678","EPI680","EPI691","EPI692","EPI701","EPI702","EPI711","EPI712","EPI713","EPI720","EPI730","EPI741","EPI742","EPI743","EPI751","EPI752","EPI753","EPI754","EPI760","EPI770","EPI780","EPI791","EPI792","EPI793","EPI800","EPI801","EPI802","EPI803","EPI804","EPI805","EPI806","EPI807","EPI808","EPI809","EPI810","EPI811","EPI812","EPI813","EPI814","EPI815","EPI816","EPI821","EPI822","EPI831","EPI832","EPI841","EPI842","EPI850","EPI861","EPI862","EPI863","EPI864","EPI871","EPI872","EPI873","EPI880","EPI891","EPI892","EPI893","EPI894","EPI900","EPI911","EPI912","EPI913","EPI914","EPI920","EPI931","EPI932","EPI940","EPI950","EPI961","EPI962","EPI980","EPI990","SLEEP1S","SLEEP1D","SLEEP2E","SLEEP2D","ENJOYAC","ENJOYDU","ENJOYLO","ENJOYS01","ENJOYS02","ENJOYS03","ENJOYS04","ENJOYS05","ENJOYS06","ENJOYS07","ENJOYS08","ENJOYS09","ENJOYS10","ENJOYS11","C4","C5","C4C5","C6EPI01","C6EPIE01","C6EPI02","C6EPIE02","C6EPI03","C6EPIE03","C6EPI04","C6EPIE04","C6EPI05","C6EPIE05","C6EPI06","C6EPIE06","C6EPI07","C6EPIE07","C6EPI08","C6EPIE08","C6EPI09","C6EPIE09","C6EPI10","C6EPIE10","C6DUR","D2A","D2B","D2C","D2D","D2E","D2F","D2G","D2H","D2I","D2J","TIMECR","TIMENS","D3","D4","D5","D6A","D6B","D6C","D6D","D6E","D7","UNWKCHHD","UNWKHSDD","UNWKSEND","E8","E9","E11","E12","E13","E14","E15","E18","E19","E21","E23","E24","ACT7DAYS","F2","F3","WKLTWE","F4","F5","F6","AGELTWKC","WKWE","F13B","F14","F16","F17","SIC80C13","SIC80C18","NAICS16","SOC80C10","SOC91C08","SOC91C10","BLISH12","PINEOC06","F22","F23","F24","F25A","F25B","WKWEHR","F26_C1","F26_C2","F26_C3","F26_C4","F26_C5","F26_C6","F26_C7","F26_C8","F26_C9","F26B","F27","F30","F31","F32","F33","LFSGSS","LFSHSD12","F35","F36","F37A","F37B","F37C","F38","F38A","F39","F40_C01","F40_C02","F40_C03","F40_C04","F40_C05","F40_C06","F40_C07","F40_C08","F40_C09","F40_C10","F40_C11","F40_C12","F40_C13","F40_C14","F40_C15","F40_C16","F40_C17","F40_C18","F40_C19","F40_C20","F40_C21","F40_C22","F40_C23","F40_C24","F40_C25","F40_C26","F40_C27","NUMSUBJ","F41_C1","F41_C2","F41_C3","F41_C4","F41_C5","F41_C6","F41_C7","F42","F44","F45","EDU10","EDUSTAT","EDUYR","F47","F48","F49_C1","F49_C2","F49_C3","F49_C4","F49_C5","F49_C6","F49_C7","F49_C8","ACMPRWEC","G3","WKWEPR","WKWEHRPR","WKDYPR","G7","G8ST","G8EN","G9ST","G9EN","WKDYHRPR","G10","G10A","G11","G11A","G12","EDUPR10","H1","H1A","H2","H2A","H3","H3A","H5","H5A","H5B_C1","H5B_C2","H5B_C3","H5B_C4","H5B_C5","H6","H6A","H7","H7A","H8","H8A","H9","H10","H10A","H11A","H11B","H11C","H12","H12A","H12B","H12C","H12D","H12E","H12F","H12G","H12H","H13","H14","H14A","H18","H18A","H19","H19A","H20","H20A","H21","H21A","H22","H22A","H23","H23A","H24","H24A","H25","H25A","H26","H26A","H27","H28","H28A","H29","H29A","H30","H30A","H31","H31A","H32","H32A","H33","H33A","H34","H34A","H35A","H35B","H35C","H35D","H35E","H35F","H35G","H35H","J1","J2J4SP02","J2ASP02","J2J4SP03","J2ASP03","J2J4SP04","J2ASP04","J2J4SP10","J2ASP10","J2J4SP14","J2ASP14","J2J4SP15","J2ASP15","J2J4SP20","J2ASP20","J2J4SP23","J2ASP23","J2J4SP28","J2ASP28","J2J4SP29","J2ASP29","J2J4SP31","J2ASP31","J2J4SP33","J2ASP33","J2J4SP34","J2ASP34","J2J4SP35","J2ASP35","J2J4SP36","J2ASP36","J2J4SP37","J2ASP37","J2J4SP39","J2ASP39","J2J4SP42","J2ASP42","J2J4SP44","J2ASP44","J2J4SP47","J2ASP47","J2J4SP48","J2ASP48","J2J4SP52","J2ASP52","J2J4SP55","J2ASP55","J2J4SP57","J2ASP57","J2J4SP65","J2ASP65","J2J4SP71","J2ASP71","J2J4SP74","J2ASP74","J2J4SP77","J2ASP77","J2J4SP00","J2ASP00","SP0079","SP0179","J3","J4NB","J5A","J5B","J5C","J5D","J5E","J6_C01","J6_C02","J6_C03","J6_C04","J6_C05","J6_C06","J6_C07","J6_C08","J6_C09","J6_C10","J6_C11","J7","J8MEMT","J8MEMA","J8AGRA","J8COMA","J8MEMB","J8AGRB","J8COMB","J8MEMC","J8AGRC","J8COMC","J8MEMD","J8AGRD","J8COMD","J9J15","MEMBER","J10AMEMA","J10AGRA","J10AMEMB","J10AGRB","J10AMEMC","J10AGRC","J10AMEMD","J10AGRD","J11J16A","COACH","J11AMEMA","J11AGRA","J11AMEMB","J11AGRB","J11AMEMC","J11AGRC","J11AMEMD","J11AGRD","J12J16B","REFEREE","J12AMEMA","J12AGRA","J12AMEMB","J12AGRB","J12AMEMC","J12AGRC","J12AMEMD","J12AGRD","J13J16C","ADMIN","J13AMEMA","J13AGRA","J13AMEMB","J13AGRB","J13AMEMC","J13AGRC","J13AMEMD","J13AGRD","J14J16D","SPECTAT","J14AMEMA","J14AGRA","J14AMEMB","J14AGRB","J14AMEMC","J14AGRC","J14AMEMD","J14AGRD","K2","K3","K4","K5","K6","K7","K8","K9","K10","K11","K12","K13","K14","K15","DWELC","L3C","DWELOWN","L6","L7","L10","BRTHCAN","BRTHREG","BRTHPRVC","YRARRI","AGEARRIC","BRTHMCAN","BRTHMREG","BRTHFCAN","BRTHFREG","LANCH","LANCHSUE","LANCHSUF","LANCHSUO","LANHSD","RELIG6","RELIGATT","L21A","L21B","L21C","L21D","L21E","L21F","L21G","L21H","HLTHSTAT","ACTLIMIT","HLTHPR7","SLEEPROB","L27","INCMMEMC","INCM","INCMHSD"
"1",6969,4554.0991,7,1,41,7,3,1,2,5,1,2,97,0,0,0,0,0,0,0,0,0,1,7,2,5,2,1,2,35,3,8,1,1,5,2,97,7,713,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,60,0,0,0,0,0,0,0,0,0,0,0,60,60,0,0,90,0,60,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,120,0,0,0,0,0,1200,0,0,180,60,0,0,0,0,0,0,0,0,120,720,0,0,0,0,0,0,0,0,0,0,600,0,720,0,0,0,390,1050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0,180,750,0,0,0,0,300,0,60,0,0,0,210,0,0,180,0,0,0,90,60,60,0,0,180,120,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,420,900,660,940,120,1,1,2,2,2,2,2,2,2,2,2,2,9997,9997,9997,9997,9997,9997,9997,9997,9997,9997,9997,9997,9997,9997,9997,9997,9997,9997,9997,9997,9997,9997,9997,9997,2,2,1,1,2,2,2,1,2,1,4,0,3,97,2,2,3,2,2,1,2,0,20,5,2,7,7,7,7,7,7,7,7,7,7,97,1,7,7,1,7,7,7,97,52,5,1,7,997,7,11,6,3,5,7,8,4,2,2,45,999.7,99.7,45,7,7,7,7,7,7,7,7,7,2,1,2,2,97,997,1,1,1,12,2,7,999.7,7,999.7,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,999.7,1,1,4,7,12,1990,1,7,7,7,7,7,7,7,7,1,7,1,40,2,7,9997,9997,9997,9997,99.7,1,14,2,99.7,99.7,4,1,1,1,2,1,2,1,3,1,2,2,2,2,1,2,1,4,1,3,14,2,99.97,21,2,99.97,2,7,7,7,7,7,7,7,7,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,2,7,2,7,7,7,7,7,7,7,7,2,7,2,7,1,2,2,1,2,2,2,2,2,2,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,1,2,2,2,2,2,2,2,2,7,97,7,97,97,7,97,97,7,97,97,7,97,2,2,97,7,97,7,97,7,97,7,2,2,97,7,97,7,97,7,97,7,2,2,97,7,97,7,97,7,97,7,2,2,97,7,97,7,97,7,97,7,2,2,97,7,97,7,97,7,97,7,4,4,3,4,4,3,1,3,3,3,3,5,3,3,4,6,1,2,7,7,2,7,11,8,7,2,9,2,9,5,1,7,1,5,2,2,2,2,2,2,2,2,2,2,3,2,97,1,1,1,7,10
"2",204,775.2816,2,1,22,3,1,2,6,97,0,1,1,1,0,0,0,0,0,1,0,0,2,7,7,1,2,5,2,13,1,4,1,1,6,1,2,5,213,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,15,45,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,30,0,0,0,0,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,70,0,0,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,90,0,0,0,0,0,0,0,1440,0,0,0,0,0,0,0,0,0,0,0,0,195,0,675,0,0,0,0,0,0,0,0,0,570,0,675,0,0,0,110,1330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,570,0,640,0,0,0,0,120,0,0,0,0,35,75,0,0,0,570,0,0,70,30,0,0,0,30,90,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2230,510,700,540,240,135,1,2,2,1,2,2,2,2,2,2,2,2,700,1915,735,9997,9997,9996,9996,9996,9996,9996,9996,9996,9996,9996,9996,9996,9996,9996,9996,9996,9996,9996,9996,9997,2,2,1,1,2,1,1,1,1,1,7,0,2,3,2,3,2,2,2,2,2,84,10,0,2,7,7,7,7,7,7,7,7,7,7,97,4,7,2,2,1,7,7,97,16,997,7,7,997,10,16,11,1,5,7,5,2,7,7,999.7,999.7,99.7,999.7,7,7,7,7,7,7,7,7,7,7,97,7,7,97,997,5,12,2,97,2,7,999.7,7,999.7,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,999.7,1,1,6,7,12,1996,7,7,7,7,7,7,7,7,7,7,7,7,999.7,7,7,9997,9997,9997,9997,99.7,7,99.7,7,99.7,99.7,97,2,7,2,7,1,3,2,7,7,7,7,7,7,2,7,1,2,1,3,7,2,99.97,49,1,5,2,7,7,7,7,7,7,7,7,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,7,2,7,2,7,2,7,7,7,7,7,7,7,7,2,7,2,7,2,7,2,2,2,2,2,2,2,2,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,1,2,2,2,2,2,2,2,2,2,7,97,7,97,97,7,97,97,7,97,97,7,97,2,2,97,7,97,7,97,7,97,7,2,2,97,7,97,7,97,7,97,7,2,2,97,7,97,7,97,7,97,7,2,2,97,7,97,7,97,7,97,7,2,2,97,7,97,7,97,7,97,7,3,3,1,3,2,4,2,2,1,2,3,2,7,7,1,4,2,2,7,7,1,1,4,97,97,1,3,1,3,1,1,7,7,1,4,3,2,1,1,2,2,2,2,3,2,2,97,2,2,0,4,4
"3",6699,9201.8187,6,1,78,14,7,1,2,12,1,1,25,0,0,0,0,0,1,0,0,0,1,7,4,5,3,2,2,35,3,8,5,2,5,2,97,5,612,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,130,0,0,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,0,0,0,0,0,0,0,0,0,0,30,0,115,0,0,0,0,0,0,60,0,0,0,0,0,1185,0,0,225,30,0,0,0,0,0,0,0,0,405,245,0,0,25,0,0,0,0,225,225,0,565,0,245,225,0,0,345,1095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,0,0,695,0,0,0,255,175,0,30,0,0,0,0,0,315,0,0,0,0,130,45,0,0,0,115,60,0,0,0,255,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,480,745,505,861,225,4,2,2,2,2,2,2,2,2,2,1,1,9997,9997,9997,9997,9997,9997,9997,9997,9997,9997,9997,9997,9997,9997,9997,9997,9997,9997,9997,9997,9997,9997,9997,9997,2,2,2,1,2,2,2,2,2,2,1,0,5,97,1,1,1,1,1,2,1,0,30,0,2,7,7,7,7,7,7,7,7,7,7,97,5,7,2,2,2,2,1,65,97,997,7,7,997,97,97,97,97,97,97,97,7,7,7,999.7,999.7,99.7,999.7,7,7,7,7,7,7,7,7,7,7,97,7,7,97,997,5,9,2,97,2,7,999.7,7,999.7,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,999.7,1,1,4,7,12,1936,7,7,7,7,7,7,7,7,7,5,7,2,999.7,7,7,9997,9997,9997,9997,99.7,1,99.8,1,99.8,99.7,8,1,1,1,2,2,7,1,1,1,2,1,2,2,1,1,1,2,1,1,2,1,2,20,1,1,2,7,7,7,7,7,7,7,7,1,2,7,1,3,2,7,2,7,2,7,2,7,2,7,2,7,2,7,2,7,1,2,7,2,7,1,1,1,2,1,1,1,1,1,2,2,1,1,2,2,2,2,2,1,7,7,7,7,7,7,2,2,7,7,2,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,2,1,3,2,1,2,7,7,7,7,7,7,7,7,7,7,7,2,7,97,7,97,97,7,97,97,7,97,97,7,97,1,1,97,7,97,7,97,7,97,7,2,2,97,7,97,7,97,7,97,7,2,2,97,7,97,7,97,7,97,7,2,2,97,7,97,7,97,7,97,7,1,1,97,7,1,5,97,7,97,7,2,2,2,4,3,3,6,4,5,5,5,5,7,7,1,6,1,1,1,7,1,2,7,97,97,1,3,2,6,1,1,7,7,1,3,5,7,7,2,2,2,2,2,3,1,2,97,2,5,2,7,98
"4",978,658.2179,6,1,44,7,3,1,2,7,1,1,12,0,1,0,0,0,0,0,1,0,3,7,3,5,3,2,2,12,1,3,1,1,4,1,5,3,624,1,1,0,0,420,0,0,0,0,0,0,75,10,15,0,75,10,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,10,0,0,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,855,510,0,0,75,0,0,0,0,0,0,0,0,750,75,105,0,0,0,0,75,30,15,105,0,465,0,105,225,0,0,340,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,595,265,0,0,475,0,0,30,0,75,0,75,435,10,10,0,255,0,0,0,0,0,85,75,0,30,0,75,0,0,0,0,0,420,0,0,0,22,0,0,5,0,0,0,0,0,0,2,1,1,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2300,390,450,350,162,120,1,1,2,2,2,2,2,2,2,2,2,2,700,2130,870,9997,9997,9996,9996,9996,9996,9996,9996,9996,9996,9996,9996,9996,9996,9996,9996,9996,9996,9996,9996,9997,2,1,1,1,1,2,2,2,1,2,5,0,2,1,2,2,2,2,2,2,2,5,40,4,2,7,7,7,7,7,7,7,7,7,7,97,1,7,7,1,7,7,7,97,52,20,1,7,997,10,16,16,1,3,3,7,2,1,2,40,999.7,99.7,40,7,7,7,7,7,7,7,7,7,3,1,1,2,97,997,1,1,2,97,2,7,999.7,7,999.7,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,2,10,1,2,8,7,12,9997,1,7,7,7,7,7,7,7,7,1,7,1,50,1,1,450,990,9997,9997,9,1,5,2,99.7,15,8,1,1,1,2,2,7,1,1,1,2,1,2,2,1,1,1,2,1,2,20,2,99.97,10,2,99.97,2,7,7,7,7,7,7,7,7,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,7,2,7,2,7,2,7,7,7,7,7,7,7,7,2,7,2,7,1,1,2,1,2,2,2,2,2,2,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,1,2,2,2,2,1,2,2,1,1,3,2,96,97,7,96,97,7,96,97,7,96,2,2,97,7,97,7,97,7,97,7,2,2,97,7,97,7,97,7,97,7,2,2,97,7,97,7,97,7,97,7,1,2,1,5,97,7,97,7,97,7,1,1,1,5,97,7,97,7,97,7,1,4,5,2,1,1,6,1,1,2,2,5,4,3,1,6,1,1,1,7,1,2,1,97,97,1,3,1,3,1,1,7,7,1,3,4,2,2,2,2,1,2,2,4,2,2,97,2,1,1,9,11
