"","PUMFID","EPINO","WGHT_EPI","DDAY","TOTEPISO","TUI_01","STARTIME","ENDTIME","STARTMIN","ENDMIN","DURATION","LOCATION","TUI_06A","TUI_06B","TUI_06C","TUI_06D","TUI_06E","TUI_06F","TUI_06G","TUI_06H","TUI_06I","TUI_06J","TUI_03A","TUI_03B","TUI_07","TECHFLAG","TUI_10","WEPI_001","WEPI_002","WEPI_003","WEPI_004","WEPI_005","WEPI_006","WEPI_007","WEPI_008","WEPI_009","WEPI_010","WEPI_011","WEPI_012","WEPI_013","WEPI_014","WEPI_015","WEPI_016","WEPI_017","WEPI_018","WEPI_019","WEPI_020","WEPI_021","WEPI_022","WEPI_023","WEPI_024","WEPI_025","WEPI_026","WEPI_027","WEPI_028","WEPI_029","WEPI_030","WEPI_031","WEPI_032","WEPI_033","WEPI_034","WEPI_035","WEPI_036","WEPI_037","WEPI_038","WEPI_039","WEPI_040","WEPI_041","WEPI_042","WEPI_043","WEPI_044","WEPI_045","WEPI_046","WEPI_047","WEPI_048","WEPI_049","WEPI_050","WEPI_051","WEPI_052","WEPI_053","WEPI_054","WEPI_055","WEPI_056","WEPI_057","WEPI_058","WEPI_059","WEPI_060","WEPI_061","WEPI_062","WEPI_063","WEPI_064","WEPI_065","WEPI_066","WEPI_067","WEPI_068","WEPI_069","WEPI_070","WEPI_071","WEPI_072","WEPI_073","WEPI_074","WEPI_075","WEPI_076","WEPI_077","WEPI_078","WEPI_079","WEPI_080","WEPI_081","WEPI_082","WEPI_083","WEPI_084","WEPI_085","WEPI_086","WEPI_087","WEPI_088","WEPI_089","WEPI_090","WEPI_091","WEPI_092","WEPI_093","WEPI_094","WEPI_095","WEPI_096","WEPI_097","WEPI_098","WEPI_099","WEPI_100","WEPI_101","WEPI_102","WEPI_103","WEPI_104","WEPI_105","WEPI_106","WEPI_107","WEPI_108","WEPI_109","WEPI_110","WEPI_111","WEPI_112","WEPI_113","WEPI_114","WEPI_115","WEPI_116","WEPI_117","WEPI_118","WEPI_119","WEPI_120","WEPI_121","WEPI_122","WEPI_123","WEPI_124","WEPI_125","WEPI_126","WEPI_127","WEPI_128","WEPI_129","WEPI_130","WEPI_131","WEPI_132","WEPI_133","WEPI_134","WEPI_135","WEPI_136","WEPI_137","WEPI_138","WEPI_139","WEPI_140","WEPI_141","WEPI_142","WEPI_143","WEPI_144","WEPI_145","WEPI_146","WEPI_147","WEPI_148","WEPI_149","WEPI_150","WEPI_151","WEPI_152","WEPI_153","WEPI_154","WEPI_155","WEPI_156","WEPI_157","WEPI_158","WEPI_159","WEPI_160","WEPI_161","WEPI_162","WEPI_163","WEPI_164","WEPI_165","WEPI_166","WEPI_167","WEPI_168","WEPI_169","WEPI_170","WEPI_171","WEPI_172","WEPI_173","WEPI_174","WEPI_175","WEPI_176","WEPI_177","WEPI_178","WEPI_179","WEPI_180","WEPI_181","WEPI_182","WEPI_183","WEPI_184","WEPI_185","WEPI_186","WEPI_187","WEPI_188","WEPI_189","WEPI_190","WEPI_191","WEPI_192","WEPI_193","WEPI_194","WEPI_195","WEPI_196","WEPI_197","WEPI_198","WEPI_199","WEPI_200","WEPI_201","WEPI_202","WEPI_203","WEPI_204","WEPI_205","WEPI_206","WEPI_207","WEPI_208","WEPI_209","WEPI_210","WEPI_211","WEPI_212","WEPI_213","WEPI_214","WEPI_215","WEPI_216","WEPI_217","WEPI_218","WEPI_219","WEPI_220","WEPI_221","WEPI_222","WEPI_223","WEPI_224","WEPI_225","WEPI_226","WEPI_227","WEPI_228","WEPI_229","WEPI_230","WEPI_231","WEPI_232","WEPI_233","WEPI_234","WEPI_235","WEPI_236","WEPI_237","WEPI_238","WEPI_239","WEPI_240","WEPI_241","WEPI_242","WEPI_243","WEPI_244","WEPI_245","WEPI_246","WEPI_247","WEPI_248","WEPI_249","WEPI_250","WEPI_251","WEPI_252","WEPI_253","WEPI_254","WEPI_255","WEPI_256","WEPI_257","WEPI_258","WEPI_259","WEPI_260","WEPI_261","WEPI_262","WEPI_263","WEPI_264","WEPI_265","WEPI_266","WEPI_267","WEPI_268","WEPI_269","WEPI_270","WEPI_271","WEPI_272","WEPI_273","WEPI_274","WEPI_275","WEPI_276","WEPI_277","WEPI_278","WEPI_279","WEPI_280","WEPI_281","WEPI_282","WEPI_283","WEPI_284","WEPI_285","WEPI_286","WEPI_287","WEPI_288","WEPI_289","WEPI_290","WEPI_291","WEPI_292","WEPI_293","WEPI_294","WEPI_295","WEPI_296","WEPI_297","WEPI_298","WEPI_299","WEPI_300","WEPI_301","WEPI_302","WEPI_303","WEPI_304","WEPI_305","WEPI_306","WEPI_307","WEPI_308","WEPI_309","WEPI_310","WEPI_311","WEPI_312","WEPI_313","WEPI_314","WEPI_315","WEPI_316","WEPI_317","WEPI_318","WEPI_319","WEPI_320","WEPI_321","WEPI_322","WEPI_323","WEPI_324","WEPI_325","WEPI_326","WEPI_327","WEPI_328","WEPI_329","WEPI_330","WEPI_331","WEPI_332","WEPI_333","WEPI_334","WEPI_335","WEPI_336","WEPI_337","WEPI_338","WEPI_339","WEPI_340","WEPI_341","WEPI_342","WEPI_343","WEPI_344","WEPI_345","WEPI_346","WEPI_347","WEPI_348","WEPI_349","WEPI_350","WEPI_351","WEPI_352","WEPI_353","WEPI_354","WEPI_355","WEPI_356","WEPI_357","WEPI_358","WEPI_359","WEPI_360","WEPI_361","WEPI_362","WEPI_363","WEPI_364","WEPI_365","WEPI_366","WEPI_367","WEPI_368","WEPI_369","WEPI_370","WEPI_371","WEPI_372","WEPI_373","WEPI_374","WEPI_375","WEPI_376","WEPI_377","WEPI_378","WEPI_379","WEPI_380","WEPI_381","WEPI_382","WEPI_383","WEPI_384","WEPI_385","WEPI_386","WEPI_387","WEPI_388","WEPI_389","WEPI_390","WEPI_391","WEPI_392","WEPI_393","WEPI_394","WEPI_395","WEPI_396","WEPI_397","WEPI_398","WEPI_399","WEPI_400","WEPI_401","WEPI_402","WEPI_403","WEPI_404","WEPI_405","WEPI_406","WEPI_407","WEPI_408","WEPI_409","WEPI_410","WEPI_411","WEPI_412","WEPI_413","WEPI_414","WEPI_415","WEPI_416","WEPI_417","WEPI_418","WEPI_419","WEPI_420","WEPI_421","WEPI_422","WEPI_423","WEPI_424","WEPI_425","WEPI_426","WEPI_427","WEPI_428","WEPI_429","WEPI_430","WEPI_431","WEPI_432","WEPI_433","WEPI_434","WEPI_435","WEPI_436","WEPI_437","WEPI_438","WEPI_439","WEPI_440","WEPI_441","WEPI_442","WEPI_443","WEPI_444","WEPI_445","WEPI_446","WEPI_447","WEPI_448","WEPI_449","WEPI_450","WEPI_451","WEPI_452","WEPI_453","WEPI_454","WEPI_455","WEPI_456","WEPI_457","WEPI_458","WEPI_459","WEPI_460","WEPI_461","WEPI_462","WEPI_463","WEPI_464","WEPI_465","WEPI_466","WEPI_467","WEPI_468","WEPI_469","WEPI_470","WEPI_471","WEPI_472","WEPI_473","WEPI_474","WEPI_475","WEPI_476","WEPI_477","WEPI_478","WEPI_479","WEPI_480","WEPI_481","WEPI_482","WEPI_483","WEPI_484","WEPI_485","WEPI_486","WEPI_487","WEPI_488","WEPI_489","WEPI_490","WEPI_491","WEPI_492","WEPI_493","WEPI_494","WEPI_495","WEPI_496","WEPI_497","WEPI_498","WEPI_499","WEPI_500"
"1",12343,13,976.2604,3,21,7,1255,1300,775,780,5,315,2,2,1,2,2,2,2,2,2,2,999,999,2,2,96,0,0,0,0,1631.523,1494.444,0,2923.2298,1947.7684,2707.9077,0,1632.6199,0,4040.8901,1298.8559,1364.742,1752.1837,986.5312,2052.1579,2071.9279,1392.1024,0,0,772.5948,0,816.8734,0,0,0,0,4342.42,1111.2565,0,0,1971.2545,2632.3163,990.0706,0,1005.127,3840.9408,1303.7023,2290.7303,2183.4896,0,0,1998.3953,0,0,897.3907,1336.063,0,0,0,1114.2241,712.9762,658.5668,1471.562,777.1078,4682.7322,2278.1456,1375.9101,1310.5537,1588.7457,1481.7936,2041.9289,1983.5635,0,2892.0575,1292.5449,1101.2198,1776.7059,0,1876.1442,803.1945,0,1138.1984,958.8,845.3776,1983.6992,2617.0504,891.5146,2782.9547,1209.4491,479.3945,0,0,0,1516.5659,2222.4249,3546.0862,0,1544.2367,1640.2611,1246.4514,891.4875,0,1888.6072,0,4965.3052,660.0549,2595.2326,3520.3736,0,949.6343,686.2602,1699.2968,0,3883.1933,0,1347.7755,0,0,788.5015,1037.2257,1900.491,884.1465,0,2342.1701,969.7672,592.6453,794.4596,4119.0821,0,3838.2109,2660.0212,0,1536.7318,808.065,3539.93,1325.3689,2904.2558,0,1152.6838,678.0337,0,0,1711.8149,0,783.1747,2413.9135,1804.3022,2482.9899,0,1517.327,519.469,918.9146,0,0,0,1282.5548,0,2304.4744,0,2409.952,566.5967,1802.113,0,1423.3802,0,1136.3944,0,810.8198,2063.0468,3227.8022,1624.4858,2575.0647,0,0,2021.6977,0,992.4655,2478.2189,0,0,1202.3369,5191.583,0,0,1755.9547,1145.2619,1417.5479,0,2140.6868,0,1306.0365,850.9851,0,0,1733.7539,1304.2463,1020.1828,7976.7511,0,824.1958,0,1516.1982,1664.1089,0,736.8934,0,1234.4353,0,2056.5438,0,0,3508.2129,0,1398.8348,1217.9927,0,0,0,0,1099.0048,0,2429.0228,0,2796.9972,0,0,3816.2988,936.6707,603.4842,3869.467,1814.0726,0,512.3325,0,1297.2525,0,1105.077,1796.052,2833.0826,0,1013.3961,3973.7029,0,1651.6772,758.5232,667.1064,1287.5548,0,0,1078.1751,972.3563,2622.4489,1812.8087,851.9636,0,1763.9761,2351.7512,0,837.8725,0,0,0,983.2302,2693.6194,1186.5863,3002.3812,600.4801,1190.9485,1927.7407,0,0,3322.8406,1460.5174,0,4787.8191,0,1718.8242,0,2316.9889,0,998.8303,1438.0671,2558.6261,2655.9049,2098.1732,0,0,0,1043.3482,939.0051,0,3817.0398,657.3933,0,0,1137.8658,4019.446,1082.7607,0,1781.3014,0,0,0,0,1868.3841,0,1116.8165,755.9125,3374.1489,1686.9286,0,0,2378.4553,0,1587.9762,1566.0379,1120.4807,1776.0168,1273.7754,0,692.7647,768.3181,0,0,1267.6439,0,0,1096.407,1584.45,0,1158.6189,2199.6403,1839.4934,2315.569,2000.9464,0,1773.2479,759.1608,941.2407,0,1266.3393,1272.9401,0,0,4476.1045,0,2970.5694,0,1422.0301,1141.3461,766.8942,2086.4149,0,0,3155.6763,1695.0997,936.949,0,0,1079.5556,0,0,767.1148,0,867.9313,1548.2755,1332.0351,2012.2367,1311.3165,1730.8149,1781.0833,0,548.8355,1220.5823,732.0375,749.8645,0,0,839.7163,0,4468.7566,669.5473,642.9677,955.7887,0,2229.2659,0,798.8249,0,912.5238,2833.6682,1156.2657,0,0,2057.933,1583.0532,0,607.5594,1037.3999,1709.7229,734.2899,2866.7065,0,0,798.5528,0,1604.1293,765.0405,1012.5142,2152.7468,0,978.0028,977.7882,659.8058,1383.687,859.248,0,1819.9066,1295.6515,651.2024,2666.1259,3313.2641,1236.4626,0,0,1546.5406,0,1669.8125,848.1101,0,0,842.7601,2909.2328,2266.5082,1129.1488,1383.5241,0,924.9132,0,0,0,0,1419.7805,0,2429.2855,947.8621,653.9972,0,1543.1918,1422.5749,0,1395.3868,2687.3175,1525.7511,3591.8305,773.8222,1209.6378,2402.1989,0,0,1225.5458,0,2865.2558,2364.7374,0,0,0,0,0,1362.7736,3079.0657,1766.6501,5399.6786,1207.0294,0,1801.2652,616.4876,0,0,2191.1209,0,2894.8587,0,1668.0182,733.0568,480.8384,0,0,1770.8862,1723.582,865.4247,0,997.6469,790.4264,1562.503,1692.4356,748.2308,1960.3889,1843.7992,1536.2345,2227.3257,2043.3267,2177.4212,0,633.9424,0
"2",23937,6,1252.0824,4,11,26,1405,1605,845,965,120,304,1,2,2,2,2,2,2,2,2,2,999,999,2,2,96,0,0,1211.0686,0,0,0,2563.9232,553.686,790.3413,568.9621,1391.9273,2158.8353,1039.0849,1025.0515,2018.1329,0,0,1054.7401,1602.5418,1261.0494,0,0,1516.4487,1162.2264,2570.6045,3261.2808,830.8721,3308.0329,0,3021.7905,1002.1582,0,5321.0505,4016.5805,0,1280.2692,0,5223.3162,10613.0404,3018.6676,1548.4651,1387.1901,1897.7473,0,2805.3152,1295.1777,1595.4342,0,1776.246,2746.2828,4415.6646,2415.4979,0,0,717.5672,0,1524.1437,1683.9964,0,0,3719.4815,1538.2756,1048.1026,1233.039,1437.2956,1675.3072,545.0596,3739.4981,0,1723.8535,1549.1353,0,0,0,0,1334.4515,2245.3188,0,7014.4237,1735.3958,0,0,2669.8061,4096.5406,1468.0962,4587.1275,0,0,2534.2318,0,5116.1091,1125.4029,783.4718,1948.9989,891.2571,1296.937,1850.9664,964.2468,0,0,891.2429,493.3463,1849.1937,9198.9077,705.3049,2182.7472,788.099,0,0,0,1635.7472,3454.9555,5215.5063,2460.7959,0,0,4051.7921,3377.7104,0,0,2041.3019,0,0,1707.821,2004.8148,0,0,0,0,1054.8038,2885.3205,3959.4563,1267.4684,2713.501,1886.7233,1318.7098,4628.2631,1595.3024,0,1044.2596,0,0,1667.1075,0,790.4705,0,1572.5067,822.0391,1147.2239,1238.96,1618.9896,1959.9921,0,1969.3418,1237.266,1254.1098,0,0,3023.0153,1810.586,3552.9785,857.2582,0,1426.6731,929.5601,0,0,3763.8167,0,859.9334,1934.0177,804.2567,1499.5184,0,0,0,1596.0981,717.4694,0,0,4011.368,0,0,3139.5314,0,2724.5325,1880.4499,3188.1178,4808.0567,5310.8549,0,0,1804.2339,2874.9377,1953.3013,1888.9773,1657.2384,2381.5784,1870.842,1257.4732,0,3823.1526,1939.6192,0,2424.4402,0,1812.7051,509.0358,845.891,2544.6565,4177.8057,705.5343,2260.4636,3000.8539,0,1425.5691,829.7971,2277.9043,0,2441.1281,0,1578.6023,1281.8638,1592.9303,1207.8324,0,1464.5883,2172.1514,1281.0098,2150.9377,0,0,2040.5859,888.2792,2659.3567,0,1602.1039,955.0047,1804.2744,3121.7239,0,3197.8285,2508.3294,1284.5708,0,0,0,3437.2516,0,0,0,0,3712.688,1961.1058,2437.4214,2257.0306,0,1262.2183,1035.8435,846.9616,2675.1164,1523.7328,852.5838,3573.3049,1214.633,0,0,1804.9031,1263.2936,0,1237.7636,2327.2718,1236.0188,1621.2332,0,954.7193,0,958.8246,1380.9005,1236.0597,0,0,2234.8278,1107.0401,729.6876,0,0,1399.2709,2630.1164,0,0,1514.2918,0,0,0,986.7273,1853.3367,2187.1183,765.3151,0,0,0,936.7971,3329.2574,0,0,1491.7149,0,5192.5489,1249.8826,6465.18,0,1386.2365,4352.4469,2377.6545,0,2306.6752,0,0,0,3961.7866,4747.8098,3001.4405,799.9999,1068.7294,1444.3774,0,1314.7404,0,923.6011,0,1019.2571,0,3856.4712,2692.787,0,777.3076,4472.3482,990.9251,3041.5586,0,0,3843.1482,0,908.9419,0,868.9485,1398.4095,2788.2028,0,0,3517.2783,0,0,1075.4398,0,0,1681.3871,1088.858,0,2117.24,1212.7675,1135.2888,2174.5406,0,1103.4661,0,1906.2752,3177.1803,0,7368.2752,2384.6631,1254.4989,1381.6829,4073.3013,2709.664,0,932.0061,0,981.8652,0,1732.9978,1604.8636,804.4396,0,6555.6894,1481.037,1605.8031,3584.8501,3868.5346,1110.686,0,1075.5725,720.9312,0,0,0,2059.7038,6295.6619,1730.6225,1081.9604,0,815.1079,1676.078,894.7049,646.2926,1383.4233,0,1467.1709,950.0274,3802.8306,2625.5687,2011.1419,0,0,0,2740.0283,894.0589,1098.4969,0,0,4061.2049,1574.8725,1010.3759,0,2440.0381,2734.5745,1625.8746,2085.7366,1738.3049,853.065,1884.5308,570.665,0,1423.6871,0,2313.0373,3144.265,746.1297,0,562.7016,2290.0519,0,1754.5275,3244.2374,1511.685,1318.1535,1810.1352,2930.4757,0,1405.3451,1021.4528,1558.2157,2981.0885,1541.6738,0,587.7507,981.8868,1235.5835,2275.0025,0,1617.1854,0,2032.9571,992.7386,0,1948.8932,1005.5001,1531.1516,0,2278.7228,1703.567,2379.3185,1330.0954,0,1040.1412,0,2885.6938,2233.266,1839.9106,1743.1193,1615.8935,877.4407,0,1374.4075,3999.3609,0,0,1194.7421,0,0,1540.2779,0,2727.1857,3687.4367,1198.6836,1413.8759,2256.879,1884.9165,2225.7532
"3",21870,15,847.8855,6,18,7,2215,2245,1335,1365,30,315,2,2,2,2,2,2,2,1,2,2,106,999,2,2,96,0,0,1642.0254,668.0375,0,0,807.8547,1878.9219,0,0,0,0,0,4911.1191,844.8338,610.9054,848.5447,1423.9719,0,3016.6829,807.5889,1441.6382,634.5216,1845.8939,1506.7268,867.6785,1108.2631,1812.838,1334.4673,0,0,0,1244.5604,0,573.2007,681.2055,1008.9612,2091.3147,887.6192,1085.5694,928.2065,0,845.1478,1138.7382,604.1163,0,1128.5777,0,1757.0616,0,0,0,809.5713,0,0,1404.6703,0,785.5607,4111.007,0,1209.151,604.2813,720.9745,0,843.0987,1973.3173,1222.8727,0,1731.3678,0,1863.1568,3982.7184,746.1723,1524.1814,0,2345.3928,1017.9201,0,1671.2004,0,997.8948,1701.8333,5196.4759,689.3475,3441.2085,3108.9252,0,1451.1875,0,820.9533,0,0,2131.657,0,935.1925,1464.9069,961.992,740.7882,0,0,1905.4327,484.9975,1751.0476,632.5551,1749.3039,0,0,0,1844.8776,2988.8525,546.1496,803.0738,611.0692,774.4264,0,1713.2479,1479.3288,715.76,0,0,1077.7422,950.5265,1727.2556,0,0,0,1571.8547,0,0,0,0,895.96,0,579.3551,0,0,1015.3393,0,1486.132,0,0,2159.5718,0,0,707.7462,658.2455,823.7105,754.5582,1939.1787,704.6292,2155.6505,0,0,2055.16,0,0,636.4826,929.4302,1391.1609,2704.4571,0,795.5594,0,0,1911.8424,2063.4177,2366.4822,0,2910.934,1948.3979,918.9523,845.1607,0,938.6335,0,0,0,0,0,1334.7217,1978.4384,1718.4385,2152.553,1129.2472,774.4235,0,822.4027,1311.3256,0,0,1558.5979,0,0,1758.3649,771.8157,3466.8373,1429.9163,0,2433.3085,0,0,2960.7357,0,891.6651,0,1758.1587,782.9204,0,2999.6094,759.7502,1372.7321,531.0204,0,870.0709,0,0,733.6211,916.8211,722.1055,0,1990.4223,0,0,881.4421,0,2247.85,2029.3416,1206.0082,624.3536,836.6408,860.3304,1151.0801,0,886.9837,0,2154.9372,0,0,1097.7178,1406.0637,901.0747,0,1356.5368,0,0,1115.8799,1145.4102,0,718.2184,844.7144,2081.9705,0,1063.9694,0,2624.0833,780.9114,862.1126,821.5582,0,0,772.5613,0,1403.8648,0,821.9922,1985.6661,0,690.9655,2537.9279,1322.8565,1623.3566,779.0613,796.1675,732.0354,0,1182.307,0,763.5735,0,2718.0132,1483.7236,827.3888,771.3766,0,0,0,1228.3698,799.2496,0,948.5837,723.3378,718.3884,2887.8361,748.3448,1118.6427,0,1535.8591,1053.9006,1965.2565,629.5394,819.4989,0,537.5302,0,1090.7292,1150.5437,0,620.3315,3637.0218,1170.78,738.0847,0,681.6689,0,2264.2352,812.9657,0,1953.8663,0,1599.6425,1416.4432,798.1404,1426.3249,1069.203,0,906.862,1647.2427,1036.76,0,1918.4614,0,781.915,2205.8773,1243.0744,597.9529,0,0,1923.7625,2138.626,1583.9122,1741.0659,1348.6465,646.7845,690.3433,606.2748,0,974.776,2509.4707,1469.2719,1573.7773,733.2696,774.5256,2467.3476,833.7995,0,1483.9377,0,0,1846.0784,0,0,0,0,1002.3945,816.6885,0,1326.8111,2181.5032,526.0091,0,1988.5851,1007.7044,1453.9899,0,1275.6943,1356.1587,1752.0944,1305.0632,543.977,2549.7632,0,0,0,1255.7107,0,0,885.6084,869.1461,698.4896,0,883.8532,0,2516.5253,642.4492,1369.7152,639.2446,0,643.9742,702.8173,888.3384,1206.5212,828.2403,780.8538,0,779.9043,0,1914.2266,0,2136.6246,855.1331,760.0065,0,2270.0767,787.8237,2269.6476,683.9274,882.736,879.7713,0,820.8963,0,0,0,0,1819.0686,0,0,1412.3868,0,1633.3117,764.1964,808.3006,1238.644,851.3934,1809.74,2643.7567,3187.1511,772.9773,741.9431,823.485,0,1049.7738,823.9673,1197.0202,0,1426.7814,0,1036.5925,2731.1937,1005.8258,657.8449,1323.4368,2693.2039,789.5003,2973.1821,0,741.2508,1089.6579,1746.3655,972.4931,1167.3962,0,672.3503,0,1394.9993,915.7773,850.2644,686.0449,2111.9358,1031.2863,872.4622,694.424,0,729.905,0,1093.3546,725.8716,0,623.9599,949.6834,1989.1301,1054.6837,817.9666,689.3588,1522.6191,0,0,1874.2531,970.1575,1366.3652,2131.2205,1881.9826,1622.4537,1772.3015,948.1212,3169.1658,2413.1434,669.2587,0,0
"4",12242,13,903.0342,7,18,18,1915,1930,1155,1170,15,312,2,1,2,2,1,2,2,2,2,2,106,999,2,2,96,4423.682,1179.3602,1488.7721,0,0,987.3942,512.9315,869.9315,0,1238.4568,1132.5242,525.027,812.7078,692.6927,0,0,0,0,1108.0161,774.7498,4151.5278,0,1091.4323,0,0,2216.5722,1174.5837,758.7931,554.4584,0,1085.897,1008.021,1111.5851,890.9175,2949.317,0,0,886.5793,1529.3579,929.292,0,626.2679,936.0139,0,705.8532,0,0,1187.6482,746.3367,2052.6087,0,792.0058,740.4941,2691.7614,1083.5737,937.5391,1110.2592,0,1517.7122,1882.4952,0,2104.7764,3261.9545,0,1267.6806,1104.1159,782.3376,1064.3701,1173.0041,1976.5577,1289.0697,0,2205.1177,907.8802,0,0,1143.0609,1491.7956,701.1476,1492.9189,1302.902,1486.6621,606.2909,0,0,1850.5233,669.106,1607.9301,0,2662.279,1604.7514,0,1766.0679,962.9798,2541.2816,1611.1607,943.2754,1169.5346,0,1357.2754,1694.1973,0,1043.1305,1589.8301,1696.0799,0,0,1347.5123,1642.6073,849.304,585.1834,1032.1019,0,0,0,0,714.3049,0,2404.5681,757.0143,0,1514.3564,1548.2266,1491.6554,1871.6126,0,0,853.3654,0,1600.6789,0,1054.8893,0,1403.1659,0,0,0,0,0,742.0029,837.5393,0,710.6262,1494.0642,2751.3127,0,0,1321.8615,0,0,1039.3442,658.5414,795.8866,1212.0333,1915.491,1066.8779,0,807.2475,1196.2726,0,1277.5855,0,0,0,0,1745.9312,1037.9281,0,0,1855.1838,0,834.1474,1401.4322,1186.6947,0,0,1535.8391,889.3281,0,1593.409,0,846.3639,3278.7148,0,629.792,1453.8747,0,2240.7656,1553.3731,0,774.1313,954.8418,0,1212.8043,1878.1103,699.3345,0,1338.2893,817.8959,675.5889,1222.4028,0,2506.1579,1492.4224,2306.9318,866.7764,981.0465,927.6447,0,0,1594.9298,0,974.293,1523.0635,1069.3447,0,1144.0803,1502.9002,1780.4701,1633.8882,2070.0838,1174.5121,0,0,0,0,0,728.8811,0,0,778.4498,0,0,0,851.8804,1447.8721,0,0,955.2085,1154.9883,0,1526.612,0,864.6552,686.3175,1027.4153,1088.2958,1905.1231,1779.7234,738.2361,1603.9383,1323.1974,0,1158.6656,0,2606.9846,3320.4659,2264.1785,844.5138,973.5155,0,883.5629,653.5608,0,0,1561.6904,1390.4813,0,411.5801,708.3459,0,1029.8619,1487.1946,0,1577.9284,844.0566,1553.5584,1075.5705,940.646,0,0,0,760.1488,1569.4744,1019.6999,795.6006,0,0,1050.5372,1626.8216,1134.9502,856.9894,907.4982,2165.2852,0,2550.9409,1143.3818,738.3286,1065.8993,0,1832.397,1548.7017,0,619.2786,2267.1353,537.888,1001.414,2352.7824,1982.2783,1150.5294,2346.1744,0,2042.5953,0,1711.281,2746.4661,1458.5391,0,1744.7932,1145.6072,2573.2086,0,0,998.8714,0,0,1618.903,0,0,3040.8972,1274.878,752.3104,0,0,761.1409,1049.0917,0,0,0,2643.9748,565.3139,0,0,2206.3953,1623.9567,0,1262.1235,757.6382,1277.4997,1681.2097,1307.5212,630.9999,535.7655,1164.2164,1262.8457,869.3662,624.7966,2908.6087,1121.076,1956.3366,0,0,566.6451,0,2212.3651,0,857.8186,889.879,0,2178.6692,948.9671,0,1701.9471,702.5841,738.8913,1375.2523,1037.4656,502.1661,1483.0476,0,0,0,825.8103,1934.9988,0,0,0,1206.0316,1132.0392,1869.6777,2176.2136,1121.3896,0,923.1025,0,0,0,642.8112,0,0,822.5277,1556.6004,0,1486.9083,760.0336,1290.0644,1098.44,411.3308,1686.8872,1119.9361,1960.2932,841.9991,2240.3202,0,2665.6259,0,3091.5709,1696.7501,0,0,852.855,2165.8757,0,993.4188,4217.6285,0,768.1034,0,0,890.1223,729.1016,0,708.1452,1473.341,1142.2472,3870.46,847.5348,1283.1237,2141.1663,0,0,0,1326.9792,0,822.5898,1263.537,810.2797,1021.2634,0,1376.4503,0,719.5543,1403.1885,895.2999,1778.2046,1773.9499,0,0,0,690.1372,0,1057.3785,1222.8362,0,1987.5741,1002.4177,1644.25,0,1458.706,1253.1833,1545.4443,1349.3487,0,0,845.9863,1078.7591,955.2614,1032.1318,900.7908,0,1081.6569,2237.9107,976.1717,749.2743,1610.4432,1843.7664,654.508,821.8457,1303.4091,1592.7056,2500.9668,776.7512,835.1175,896.4799,0,0,0,0,1783.9853,2163.3144
