"","SEQNUM","COUNTRY_","COMM15_A","YEARSCOM","CANCOMM1","FATHLIVE","FREASON_","OTHFATH_","FATHACT_","FSELFEMP","FATHED_B","FMOREED_","FMOSTED_","FCOUNTRY","FETHNIC1","FETHNIC2","FETHNIC3","FETHNIC4","FETHNIC5","FETHNIC6","FETHNIC7","FETHNIC8","MOTHLIVE","MREASON_","OTHMOTH_","MOTHACT_","MSELFEMP","MOTHED_B","MMOREED_","MMOSTED_","MCOUNTRY","METHNIC1","METHNIC2","METHNIC3","METHNIC4","METHNIC5","METHNIC6","METHNIC7","METHNIC8","BROTHERS","SISTERS_","HAPPY_El","HEALTH_E","HEALTHSV","JOB_E2B","JOBSV_E2","OTHTIME_","OTHTIMES","FINANCE_","FINANCES","HOUSING_","HOUSINGS","FRIENDS_","FRIENDSS","PARTNER_","PARTNERS","FAMILY_E","FAMILYSV","YOURSEL1","YOURSEL2","LIFE_E3","EDUC","GRADSECN","MOREED","MOSTED","YEARED","JOB1","JOBlYEAR","RELIGION","ATTEND","ETHNICl","ETHNIC2","ETHNIC3","ETHNIC4","ETHNIC5","ETHNIC6","ETHNIC7","ETHNIC8","DWELLING","OWNRENT","ACT7DAYS","ACTl2MNT","JOB12MNT","JOBWEEKS","SELFEMP","PTFT","HOUSINC1","HOUSINC2","HOUSINC3","PROV","FWGT_OS","DVSEX","DVAGEGR","DVMARST","DVRELHD","DVHHLDSZ","DVLVGARR","DVCHILD","DVIMMIG","DVNUMCOM","DVBORNR","DVBORl5","DVBORNF","DVBORNM","DVBCMSF","DVPINF","DVINDF","DVEDF","DVBCMSM","DVPINM","DVINDM","DVEDM","DVEDR","DVBCMSRF","DVPINRF","DVINDRF","DVBCMSRL","DVPINRL","DVINDRL","DVBROTHS","DVSALARY","DVTOTINC","CONREG","MAGREG","DVLANG","CONVERS","FAMTONG","FAMTONG1","FAMTONG2","FAMTONG3","MOMTONG","MOMTONG1","MOMTONG2","MOMTONG3","RESMTONG","MAINQL","DVMAINLG","KNOWFRE1","KNOWENG","TALKFREN","TALKENG","RATEFRER","RATEENGR","RATEFREU","RATEENGU","RATEFRES","RATEENGS","KNOWFRE2","KNOWFRE3","KNOWFRE4","KNOWFRE5","KNOWFRE6","KNOWFRE7","KNOWFRE8","KNOWENG1","KNOWENG2","KNOWENG3","KNOWENG4","KNOWENG5","KNOWENG6","KNOWENG7","FIVEFREK","FIVEENGK","FIVEFREU","FIVEENGU","KNOWOTHF","DVNUMOTH","DVKNOTHL","TALKOTH","RATEOTHR","RATEOTHU","RATEOTHS","KIDLNH","KIDLN","KIDLNMO","KIDLN90","KIDLNO3","KIDLNO4","KIDLNO5","ADOLNH","ADOLNHMO","ADOLNF","ADOLNFMO","PRILN","PRILNMO","SECLN","SECLNMO","POSTLN","POSTLNMO","HOMELN","NOWLNH","NOWLNHMO","NOWLNH90","NOWLNF","NOWLNFMO","WRKLN","RWRKLN","RWRKLNMO","RWRKLN90","WWRKLN","WWRKLNMO","WWRKLN90","TVLN","TVLNMO","TVLN9O","DOCLN","FEDSERV","P0","CEIC","OAS","NP","FPIC","CUSTOMS","RCMP","AIRC","AGCAN","VR","PSC","R2PO","R2CEIC","R2OAS","R2NP","R2FPIC","R2CUST","R2RCMP","R2AIRC","R2AGCAN","R2VR","R2PSC","R3PO","R3CEIC","R3OAS","R3NP","R3FPIC","R3CUST","R3RCMP","R3AIRC","R3AGCAN","R3VR","R3PSC","R4PO","R4CEIC","R4OAS","R4NP","R4FPIC","R4CUST","R4RCMP","R4AIRC","R4AGCAN","R4VR","R4PSC","R5PO","R5CEIC","R5OAS","R5NP","R5FPIC","R5CUST","R5RCMP","R5AIRC","R5AGCAN","R5VR","R5PSC","DVAGRPS","DVLANG_C","CONVERS1","AGE_El","AGE_E2","AGE_E3","DVLANGE1","DVLANGE2","DVLANGE3","CONVERS2","CONVERS3","CONVERS4","EDUCLNE1","EDUCLNE2","EDUCLNE3","CRENG_El","CRENG_E2","CRENG_E3","CRFRE_E1","CRFRE_E2","CRFRE_E3","IMMER_El","IMMER_E2","IMMER_E3"
"11",12918,1,1,0,1,1,0,0,1,2,12,2,0,1,2,1,2,2,2,2,2,2,1,0,0,2,0,12,2,0,1,2,1,2,2,2,2,2,2,1,3,1,1,2,2,4,1,2,1,1,1,2,1,2,1,2,1,2,1,2,1,8,1,1,2,1985,1,1985,2,1,2,1,2,2,2,2,2,2,1,1,2,1,0,25,1,1,2,4,8,4,3865798,1,2,2,3,4,5,3,0,1,1,1,1,1,32,11,1,4,87,87,87,4,6,32,11,1,57,5,7,4,9000,12000,4,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,1,7,2,6,2,6,2,6,2,6,6,6,6,6,6,6,1,2,2,2,1,2,2,6,1,3,1,2,0,0,0,0,0,0,2,3,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,4,4,2,1,0,0,0,2,2,0,2,1,2,2,1,1,1,1,1,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12",2102,1,2,13,1,1,0,0,1,1,9,2,0,2,2,2,2,1,2,2,2,2,1,0,0,1,1,12,1,2,1,1,2,2,2,2,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,1,2,1,2,1,1,2,8,1,1,4,1978,1,1978,5,5,1,2,2,1,2,2,2,1,1,1,4,4,1,40,1,2,2,3,5,9,13500337,2,5,1,2,4,1,2,0,4,2,2,3,2,52,4,6,3,67,3,10,6,8,62,2,10,62,2,10,3,14600,15344,0,7,1,3,1,2,2,2,1,2,2,2,1,1,1,1,1,4,7,3,6,3,6,3,6,1,2,2,2,2,2,2,6,6,6,6,6,6,6,3,6,3,9,2,0,0,0,0,0,0,1,1,1,0,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,2,2,1,2,2,2,1,2,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,1,1,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"13",11374,1,1,0,1,2,1,1,1,1,0,0,0,1,2,2,1,2,2,2,2,1,1,0,0,2,0,8,2,0,1,2,2,1,2,2,2,2,2,1,2,1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,9,1,1,4,1970,1,1970,2,1,2,2,1,2,2,2,2,1,1,1,4,4,2,0,0,0,2,3,6,2,6597097,2,6,1,2,4,1,5,0,1,1,1,2,1,37,13,4,1,87,87,87,2,8,42,4,10,87,87,87,3,999999,999999,0,4,1,1,1,2,2,2,1,2,2,2,1,1,7,2,1,5,7,5,6,5,6,5,6,5,5,5,5,5,5,5,6,6,6,6,6,6,6,5,6,5,6,5,0,0,5,5,5,5,0,2,1,0,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,1,4,4,1,1,1,2,2,2,0,1,1,0,0,0,0,1,1,0,2,2
"14",16301,1,1,0,1,1,0,0,1,1,5,2,0,1,2,1,2,2,2,2,2,2,1,0,0,2,0,7,2,0,1,2,1,2,2,2,2,2,2,5,5,2,1,1,2,3,1,1,1,1,1,1,1,2,1,2,1,2,1,1,2,5,0,2,0,9999,1,1965,2,1,2,1,2,2,2,2,2,2,1,2,5,1,0,10,1,2,1,2,3,3,1954127,1,6,1,1,3,2,1,0,1,1,1,1,1,37,8,3,2,87,87,87,2,2,42,5,4,27,15,10,7,3150,3150,1,1,2,3,2,2,2,2,2,2,2,2,1,1,7,2,1,5,7,5,6,5,6,5,6,5,5,5,5,5,5,5,6,6,6,6,6,6,6,5,6,5,6,5,0,0,5,5,5,5,0,2,1,0,2,2,2,1,1,1,1,1,1,0,0,0,0,4,1,1,0,1,1,4,1,1,0,0,0,0,4,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15",8808,1,1,0,1,1,0,0,1,1,7,2,0,1,2,1,2,2,2,2,2,2,1,0,0,2,0,8,2,0,1,2,1,2,2,2,2,2,2,1,0,2,1,2,1,2,1,2,1,1,1,2,1,2,1,2,1,2,1,2,2,7,0,2,0,1969,1,1969,2,1,2,1,2,2,2,2,2,2,1,1,1,1,0,52,1,1,2,4,7,3,1049457,1,4,1,1,4,1,3,0,1,1,1,1,1,37,15,3,2,87,87,87,2,3,22,15,11,32,12,7,2,30000,30000,1,1,2,3,2,2,2,2,2,2,2,2,2,2,4,1,1,7,1,6,3,6,3,6,3,6,6,6,6,6,6,6,2,2,2,2,1,2,1,6,1,3,1,2,0,0,0,0,0,0,2,3,2,0,2,2,2,2,2,2,2,2,2,2,2,0,0,2,2,2,0,2,2,4,4,2,2,4,2,2,4,2,2,2,1,2,1,1,2,1,2,1,1,1,2,1,2,0,0,2,0,2,0,0,0,2,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,2,4,0,2,2,0,1,1,0,0,2,0,0,1,0,0,0,0,0,2,0
"16",3976,2,1,0,2,1,0,0,1,1,98,2,0,2,2,2,2,2,2,2,2,1,1,0,0,2,0,8,2,0,2,2,2,2,2,2,2,2,1,5,2,2,1,1,1,2,1,1,1,2,1,2,1,2,1,1,1,2,1,1,1,3,0,2,0,1930,1,1934,6,2,9,9,9,9,9,9,9,9,1,1,4,4,2,0,0,0,2,9,99,5,38865927,2,11,1,2,2,2,1,9,1,3,3,3,3,32,13,99,97,87,87,87,2,2,27,13,3,87,87,87,5,0,888888,0,6,3,1,3,2,2,2,3,2,2,2,3,1,1,1,1,5,7,9,6,9,6,9,6,9,9,9,9,9,9,9,6,6,6,6,6,6,6,9,6,9,1,1,1,20,1,1,1,1,3,5,3,0,2,2,2,3,3,3,3,3,3,0,0,0,0,3,3,3,0,3,3,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17",8753,1,1,0,1,1,0,0,1,1,12,1,4,1,2,1,2,2,2,2,2,2,1,0,0,1,1,12,1,5,1,2,1,2,2,2,2,2,2,2,0,1,1,2,1,2,1,2,1,1,1,2,1,2,1,2,1,2,1,2,1,5,0,2,0,1986,3,0,2,1,2,1,2,2,2,2,2,2,1,1,3,3,2,0,0,0,8,8,88,4,2714141,2,1,2,3,4,5,6,0,1,1,1,1,1,72,2,13,8,42,4,13,9,2,87,87,87,87,87,87,3,40,40,3,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,1,7,1,6,3,6,2,6,2,6,6,6,6,6,6,6,1,2,2,2,2,1,2,6,1,9,1,2,0,0,0,0,0,0,2,3,2,0,2,2,2,2,2,2,2,2,2,0,0,0,0,2,2,2,0,2,2,0,0,0,0,0,0,0,4,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18",7382,1,2,9,1,1,0,0,1,2,9,2,0,1,1,2,2,2,2,2,2,2,1,0,0,2,0,98,3,0,1,2,1,2,2,2,2,2,2,2,3,1,1,2,1,2,1,1,1,1,1,2,1,2,1,1,1,2,1,2,1,6,0,2,0,1975,1,1975,2,3,2,2,2,2,2,2,2,1,7,2,1,1,0,20,1,1,1,1,2,9,15092794,1,3,1,1,3,1,2,0,2,2,1,2,2,32,10,5,3,87,87,87,88,3,32,10,5,32,10,5,4,888888,888888,0,7,1,1,1,2,2,2,1,2,2,2,1,1,7,2,1,5,7,5,6,5,6,5,6,5,5,5,5,5,5,5,6,6,6,6,6,6,6,5,6,5,6,5,0,0,5,5,5,5,0,2,1,0,2,2,2,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,2,1,2,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19",4533,1,1,0,1,2,1,9,9,9,4,2,0,1,2,1,2,2,2,2,2,2,1,0,0,1,2,7,2,0,1,2,1,2,2,2,2,2,2,3,1,2,1,2,2,3,2,3,2,3,1,1,1,2,1,1,1,2,1,1,2,7,0,2,0,1972,1,1973,2,3,2,1,2,2,2,2,2,2,4,2,1,1,0,52,1,1,1,2,3,4,1066335,2,4,2,1,1,9,1,0,1,1,1,1,1,99,99,99,2,27,13,11,2,3,22,12,11,22,12,11,4,7200,7200,4,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,1,7,3,6,2,6,2,6,3,6,6,6,6,6,6,6,2,2,2,1,1,1,2,6,1,3,1,2,0,0,0,0,0,0,2,3,2,0,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,4,2,2,2,2,0,0,0,0,4,2,1,2,1,2,2,1,1,1,1,1,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20",13868,1,1,0,1,1,0,0,1,1,3,2,0,1,1,2,2,2,2,2,2,1,1,0,0,1,2,8,2,0,1,2,2,2,1,2,2,2,1,2,1,1,1,1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,9,1,1,3,1929,1,1934,3,1,1,2,2,2,2,2,2,1,6,2,5,5,2,0,0,0,8,8,88,5,1969020,2,12,3,1,1,9,1,0,1,1,1,2,1,32,10,5,2,52,6,8,2,7,42,9,13,87,87,87,3,888888,888888,6,3,1,1,1,2,2,2,1,2,2,2,1,1,1,1,1,5,7,3,6,3,6,3,6,1,2,2,2,2,2,2,6,6,6,6,6,6,6,2,6,2,1,2,0,0,0,0,0,0,1,1,1,0,2,2,2,1,1,1,1,9,9,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21",4044,1,1,0,1,1,0,0,1,1,10,3,0,2,1,2,2,2,2,2,2,2,1,0,0,2,0,10,2,0,1,2,2,1,2,2,2,2,2,3,0,2,1,2,2,4,1,1,1,2,1,1,1,2,2,4,1,1,1,1,2,9,1,1,2,1976,1,1977,4,3,2,2,1,1,2,2,2,2,1,2,1,1,0,52,1,1,2,3,6,7,4264277,2,4,2,1,1,9,1,0,1,2,2,3,2,32,10,2,3,87,87,87,3,6,42,9,13,57,10,13,3,38000,38000,0,7,1,1,1,2,2,2,1,2,2,2,1,1,1,2,1,0,7,0,6,0,6,0,6,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,6,0,6,2,0,0,0,0,0,0,1,1,1,0,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,2,1,1,1,1,2,2,2,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22",4367,1,1,0,1,1,0,0,5,0,98,3,0,1,2,1,2,2,2,2,2,2,1,0,0,2,0,98,3,0,1,2,1,2,2,2,2,2,2,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,1,1,2,2,4,0,2,0,9999,1,9999,2,3,2,1,2,2,2,2,2,2,1,1,4,4,2,0,0,0,1,1,2,3,563823,2,3,4,1,4,3,5,0,1,1,1,1,1,87,87,87,88,87,87,87,88,2,22,15,3,87,87,87,3,0,7560,1,1,2,2,2,2,2,2,2,2,2,2,2,2,8,1,2,7,5,6,5,6,5,6,5,6,6,6,6,6,6,6,5,5,5,5,5,5,5,6,5,6,5,5,0,0,5,5,5,5,0,4,2,0,2,2,2,2,2,2,2,2,2,0,0,0,0,2,2,2,0,2,2,0,0,0,0,0,0,0,4,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,0,0,2,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,2,2,1,1,1,0,0,2,0,0,1,0,0,0,0,0,2
"23",917,1,1,0,1,1,0,0,1,2,98,2,0,1,2,2,2,1,2,2,2,2,1,0,0,2,0,98,2,0,1,1,2,2,2,2,2,2,2,4,4,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,0,2,0,1953,1,1953,4,4,2,2,2,1,2,2,2,2,1,1,1,1,0,52,2,0,2,3,5,2,11638131,1,7,1,1,3,1,1,0,1,1,1,1,1,22,13,2,97,87,87,87,97,2,37,10,3,22,13,2,6,50000,50000,0,4,1,1,1,2,2,2,1,2,2,2,1,1,7,2,1,5,7,5,6,5,6,5,6,5,5,5,5,5,5,5,6,6,6,6,6,6,6,5,6,5,6,5,0,0,5,5,5,5,0,2,1,0,2,2,2,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,2,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,2,5,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24",10253,1,1,0,1,1,0,0,1,1,98,3,0,1,2,1,2,2,2,2,2,1,1,0,0,2,0,98,3,0,1,2,1,2,2,2,2,2,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,7,0,2,0,1935,1,1947,2,1,2,1,2,2,2,2,2,1,1,1,5,5,2,0,0,0,1,2,4,4,4268465,1,11,4,1,2,4,1,0,1,1,1,1,1,47,10,10,88,87,87,87,88,3,27,15,3,87,87,87,4,0,8000,4,2,2,2,2,2,2,2,2,2,2,2,2,2,8,1,2,7,5,6,5,6,5,6,5,6,6,6,6,6,6,6,5,5,5,5,5,5,5,6,5,6,5,5,0,0,5,5,5,5,0,4,2,0,2,2,2,2,2,2,2,2,2,2,2,0,0,2,2,2,0,2,2,0,0,0,0,0,0,0,2,2,0,2,1,1,1,2,1,1,1,1,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25",1892,2,1,0,2,2,4,1,1,2,3,2,0,2,2,2,2,2,2,2,2,1,2,4,2,0,0,6,2,0,2,2,2,2,2,2,2,2,1,1,3,1,1,2,1,2,1,2,1,2,1,2,1,2,1,1,1,2,1,2,1,2,0,2,0,1953,1,1953,1,0,2,2,2,2,2,2,2,1,1,1,1,1,0,52,1,1,2,3,6,9,45762612,1,7,2,3,4,3,2,2,1,3,3,3,3,32,11,1,2,86,86,86,2,2,27,11,1,37,15,3,4,32400,32400,0,7,3,1,3,2,2,2,3,2,2,2,3,1,6,2,1,0,7,0,2,0,7,0,7,0,0,0,0,0,0,0,2,1,2,2,2,2,2,0,1,0,1,6,1,99,6,6,6,6,3,5,3,0,2,2,2,3,3,3,3,3,3,0,0,0,0,3,3,3,0,5,3,5,5,1,9,0,0,0,1,1,0,3,1,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
"26",11677,1,1,0,1,1,0,0,1,1,11,2,0,1,2,2,2,2,2,2,2,1,1,0,0,1,1,10,9,9,1,2,2,2,2,2,2,2,1,2,1,1,1,2,1,2,1,2,1,1,1,1,1,2,1,2,1,2,1,1,1,8,2,2,0,1979,1,1979,1,0,2,2,2,2,2,2,2,1,1,1,4,4,1,10,1,2,2,3,99,5,57228836,2,3,1,3,4,1,2,0,1,2,1,1,1,42,14,13,4,42,4,8,3,11,32,15,4,37,5,8,3,800,5000,0,6,1,1,1,2,2,2,1,2,2,2,1,1,7,2,1,5,7,5,6,5,6,5,6,5,5,5,5,5,5,5,6,6,6,6,6,6,6,5,6,5,6,5,0,0,5,5,5,5,0,2,1,0,2,2,2,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,9,9,9,1,1,2,2,1,1,1,2,1,1,1,1,1,2,2,0,0,0,2,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,4,1,2,1,1,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"27",15463,1,1,0,1,1,0,0,1,2,98,3,0,1,2,2,2,2,2,1,2,2,1,0,0,2,0,98,3,0,1,8,8,8,8,8,8,8,8,3,2,1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,4,0,2,0,1939,1,1942,10,1,2,2,2,2,2,2,1,2,1,1,4,4,2,0,0,0,1,2,3,3,1362700,2,10,1,2,2,2,1,0,1,1,1,1,1,27,11,1,88,87,87,87,88,2,22,15,10,87,87,87,4,0,1350,1,1,1,1,1,2,2,2,1,2,2,2,1,1,7,2,1,5,7,5,6,5,6,5,6,5,5,5,5,5,5,5,6,6,6,6,6,6,6,5,6,5,6,5,0,0,5,5,5,5,0,2,1,0,2,2,2,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28",9323,2,2,5,1,1,0,0,1,1,13,1,4,2,1,2,2,2,2,2,2,2,1,0,0,1,2,98,3,0,2,1,2,2,2,2,2,2,2,1,0,2,2,3,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,10,1,1,4,1983,2,1983,4,5,1,2,2,2,2,2,2,2,6,2,1,1,0,52,1,1,9,9,99,5,1797360,2,3,2,1,1,9,1,2,5,3,1,3,3,37,14,3,8,99,99,99,88,8,52,5,12,32,15,13,2,30000,30000,6,3,1,1,1,2,2,2,1,2,2,2,1,1,1,1,1,4,7,3,6,2,6,3,6,1,2,2,2,2,2,2,6,6,6,6,6,6,6,2,6,2,1,1,1,12,4,3,2,3,1,1,1,0,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29",20,1,2,9,1,2,2,2,0,0,98,3,0,1,2,1,2,2,2,2,2,2,1,0,0,1,1,8,2,0,1,1,2,2,2,2,2,2,2,5,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,9,1,2,0,1983,1,1984,2,5,1,2,2,2,2,2,2,2,5,2,1,1,0,24,1,1,1,1,1,5,2284324,1,2,2,1,1,9,1,0,2,2,1,2,2,86,86,86,88,88,88,88,2,4,37,13,6,32,15,6,7,4500,4500,6,3,1,3,2,2,2,2,1,2,2,2,1,1,1,1,1,1,7,2,6,2,6,2,6,1,2,2,1,2,2,2,6,6,6,6,6,6,6,2,6,3,1,2,0,0,0,0,0,0,1,1,1,0,2,2,2,1,1,4,1,4,1,4,1,0,0,0,0,0,0,1,1,4,4,1,1,4,1,1,4,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30",2982,1,2,12,1,1,0,0,1,2,12,2,0,1,1,2,2,1,2,2,2,2,1,0,0,2,0,8,2,0,1,1,2,2,1,2,2,2,2,0,1,1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,9,1,2,0,1939,2,1939,3,1,1,2,1,1,2,2,2,2,1,1,1,1,0,52,2,0,9,9,99,5,57222476,1,11,1,1,4,1,4,0,2,1,1,1,1,27,11,1,4,87,87,87,2,4,27,11,1,27,11,1,2,999999,999999,0,6,1,1,1,2,2,2,1,2,2,2,1,1,1,1,1,4,7,3,6,3,6,3,6,1,2,2,2,2,2,2,6,6,6,6,6,6,6,2,6,2,3,2,0,0,0,0,0,0,1,1,1,0,2,2,2,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,2,4,5,5,1,1,1,2,2,2,1,0,0,0,0,0,1,0,0,2,0,0
