"","SEQNUM","COUNTRY_","COMM15_A","YEARSCOM","CANCOMM1","FATHLIVE","FREASON_","OTHFATH_","FATHACT_","FSELFEMP","FATHED_B","FMOREED_","FMOSTED_","FCOUNTRY","FETHNIC1","FETHNIC2","FETHNIC3","FETHNIC4","FETHNIC5","FETHNIC6","FETHNIC7","FETHNIC8","MOTHLIVE","MREASON_","OTHMOTH_","MOTHACT_","MSELFEMP","MOTHED_B","MMOREED_","MMOSTED_","MCOUNTRY","METHNIC1","METHNIC2","METHNIC3","METHNIC4","METHNIC5","METHNIC6","METHNIC7","METHNIC8","BROTHERS","SISTERS_","HAPPY_El","HEALTH_E","HEALTHSV","JOB_E2B","JOBSV_E2","OTHTIME_","OTHTIMES","FINANCE_","FINANCES","HOUSING_","HOUSINGS","FRIENDS_","FRIENDSS","PARTNER_","PARTNERS","FAMILY_E","FAMILYSV","YOURSEL1","YOURSEL2","LIFE_E3","EDUC","GRADSECN","MOREED","MOSTED","YEARED","JOB1","JOBlYEAR","RELIGION","ATTEND","ETHNICl","ETHNIC2","ETHNIC3","ETHNIC4","ETHNIC5","ETHNIC6","ETHNIC7","ETHNIC8","DWELLING","OWNRENT","ACT7DAYS","ACTl2MNT","JOB12MNT","JOBWEEKS","SELFEMP","PTFT","HOUSINC1","HOUSINC2","HOUSINC3","PROV","FWGT_OS","DVSEX","DVAGEGR","DVMARST","DVRELHD","DVHHLDSZ","DVLVGARR","DVCHILD","DVIMMIG","DVNUMCOM","DVBORNR","DVBORl5","DVBORNF","DVBORNM","DVBCMSF","DVPINF","DVINDF","DVEDF","DVBCMSM","DVPINM","DVINDM","DVEDM","DVEDR","DVBCMSRF","DVPINRF","DVINDRF","DVBCMSRL","DVPINRL","DVINDRL","DVBROTHS","DVSALARY","DVTOTINC","CONREG","MAGREG","DVLANG","CONVERS","FAMTONG","FAMTONG1","FAMTONG2","FAMTONG3","MOMTONG","MOMTONG1","MOMTONG2","MOMTONG3","RESMTONG","MAINQL","DVMAINLG","KNOWFRE1","KNOWENG","TALKFREN","TALKENG","RATEFRER","RATEENGR","RATEFREU","RATEENGU","RATEFRES","RATEENGS","KNOWFRE2","KNOWFRE3","KNOWFRE4","KNOWFRE5","KNOWFRE6","KNOWFRE7","KNOWFRE8","KNOWENG1","KNOWENG2","KNOWENG3","KNOWENG4","KNOWENG5","KNOWENG6","KNOWENG7","FIVEFREK","FIVEENGK","FIVEFREU","FIVEENGU","KNOWOTHF","DVNUMOTH","DVKNOTHL","TALKOTH","RATEOTHR","RATEOTHU","RATEOTHS","KIDLNH","KIDLN","KIDLNMO","KIDLN90","KIDLNO3","KIDLNO4","KIDLNO5","ADOLNH","ADOLNHMO","ADOLNF","ADOLNFMO","PRILN","PRILNMO","SECLN","SECLNMO","POSTLN","POSTLNMO","HOMELN","NOWLNH","NOWLNHMO","NOWLNH90","NOWLNF","NOWLNFMO","WRKLN","RWRKLN","RWRKLNMO","RWRKLN90","WWRKLN","WWRKLNMO","WWRKLN90","TVLN","TVLNMO","TVLN9O","DOCLN","FEDSERV","P0","CEIC","OAS","NP","FPIC","CUSTOMS","RCMP","AIRC","AGCAN","VR","PSC","R2PO","R2CEIC","R2OAS","R2NP","R2FPIC","R2CUST","R2RCMP","R2AIRC","R2AGCAN","R2VR","R2PSC","R3PO","R3CEIC","R3OAS","R3NP","R3FPIC","R3CUST","R3RCMP","R3AIRC","R3AGCAN","R3VR","R3PSC","R4PO","R4CEIC","R4OAS","R4NP","R4FPIC","R4CUST","R4RCMP","R4AIRC","R4AGCAN","R4VR","R4PSC","R5PO","R5CEIC","R5OAS","R5NP","R5FPIC","R5CUST","R5RCMP","R5AIRC","R5AGCAN","R5VR","R5PSC","DVAGRPS","DVLANG_C","CONVERS1","AGE_El","AGE_E2","AGE_E3","DVLANGE1","DVLANGE2","DVLANGE3","CONVERS2","CONVERS3","CONVERS4","EDUCLNE1","EDUCLNE2","EDUCLNE3","CRENG_El","CRENG_E2","CRENG_E3","CRFRE_E1","CRFRE_E2","CRFRE_E3","IMMER_El","IMMER_E2","IMMER_E3"
"51",10279,1,1,0,1,1,0,0,1,2,10,2,0,1,1,2,2,2,2,2,2,2,1,0,0,2,0,10,2,0,2,1,2,2,2,2,2,2,1,5,3,1,1,2,1,2,1,1,1,2,1,2,1,2,1,1,1,2,1,1,2,9,1,1,1,1971,1,1971,3,5,1,2,2,2,2,2,2,2,6,2,1,1,0,52,2,0,2,3,6,8,15374500,1,5,4,1,1,9,1,0,1,1,1,1,3,27,11,1,3,87,87,87,3,5,47,2,13,42,6,4,6,35000,35000,0,7,1,1,1,2,2,2,1,2,2,2,1,1,1,2,1,0,7,0,6,0,6,0,6,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,6,0,3,1,1,12,5,3,3,3,1,1,1,0,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"52",13710,1,1,0,1,1,0,0,1,1,12,2,0,1,1,2,2,2,2,2,2,2,1,0,0,1,1,12,1,3,1,1,2,2,2,2,2,2,2,2,0,1,1,2,1,2,1,2,1,1,1,2,1,2,1,2,1,2,1,2,1,9,1,1,1,1986,3,0,5,2,2,2,2,2,2,2,2,1,1,1,3,3,1,40,1,2,2,4,8,5,9257665,1,1,2,3,4,5,4,0,1,1,1,1,2,47,10,12,4,72,3,10,7,5,87,87,87,42,4,6,3,2000,2000,6,3,1,3,1,2,2,2,1,2,2,2,1,1,1,1,1,3,7,4,6,2,6,3,6,1,2,2,1,2,2,2,6,6,6,6,6,6,6,1,6,1,3,2,0,0,0,0,0,0,1,1,1,0,2,2,2,1,1,1,1,4,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,2,2,1,1,1,2,1,2,1,2,1,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"53",4899,1,1,0,1,1,0,0,1,1,98,2,0,1,2,1,2,2,2,2,2,2,1,0,0,2,0,5,2,0,1,1,2,2,2,2,2,2,2,3,1,1,1,2,1,2,1,2,1,2,1,2,1,2,1,1,1,2,1,2,2,3,0,2,0,1949,1,1950,2,3,1,1,2,2,2,2,2,2,5,2,1,1,0,49,1,1,1,2,3,4,2067231,2,8,4,1,2,4,1,0,1,1,1,1,1,22,15,3,97,87,87,87,2,2,27,15,8,27,13,11,4,6370,6658,3,2,2,3,2,2,2,2,1,2,2,2,1,2,1,1,1,7,6,2,6,7,6,7,6,2,2,2,2,1,2,2,6,6,6,6,6,6,6,3,6,3,3,2,0,0,0,0,0,0,1,1,1,0,2,2,2,1,1,4,1,1,1,0,0,0,0,2,2,2,0,2,2,4,4,2,1,0,0,0,1,1,0,2,1,1,2,1,1,1,1,1,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54",3570,1,1,0,1,1,0,0,1,2,98,9,9,1,2,1,2,2,2,2,2,2,1,0,0,2,0,13,1,4,1,2,1,2,2,2,2,2,2,1,4,1,1,2,1,2,1,2,1,1,1,2,1,2,1,2,1,2,1,2,1,10,1,1,4,9999,1,9999,1,0,2,1,2,2,2,2,2,2,1,1,9,1,0,52,1,1,8,8,88,4,8814701,2,4,1,2,3,1,2,0,1,1,1,1,1,79,2,10,99,87,87,87,8,8,62,2,10,62,3,9,4,999999,888888,2,2,2,3,2,2,2,2,2,2,2,2,2,2,4,1,1,7,1,6,1,6,1,6,1,6,6,6,6,6,6,6,1,2,2,2,1,1,2,6,1,3,1,2,0,0,0,0,0,0,2,3,2,0,2,2,2,2,2,2,2,2,2,1,1,2,2,9,9,9,9,9,9,2,2,2,0,0,0,0,2,2,0,2,1,2,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,3,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55",14730,1,1,0,1,1,0,0,1,1,98,3,0,2,1,2,2,2,2,2,2,2,1,0,0,2,0,98,3,0,1,1,2,2,2,2,2,2,2,3,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,8,1,2,0,1928,1,1930,4,2,1,2,2,2,2,2,2,2,1,1,5,5,2,0,0,0,8,8,88,0,8150687,1,13,1,1,2,2,1,0,1,1,1,3,1,57,2,6,88,87,87,87,88,4,32,12,8,87,87,87,4,0,888888,0,4,1,1,1,2,2,2,1,2,2,2,1,1,7,2,1,5,7,5,6,5,6,5,6,5,5,5,5,5,5,5,6,6,6,6,6,6,6,5,6,5,6,5,0,0,5,5,5,5,0,2,1,0,2,2,2,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"56",1119,1,1,0,1,1,0,0,1,2,2,3,0,1,2,1,2,2,2,2,2,2,1,0,0,2,0,6,2,0,1,2,1,2,2,2,2,2,2,3,5,2,2,4,1,1,1,1,1,1,1,2,1,2,1,2,1,2,1,2,1,6,0,2,0,1951,1,1952,2,1,2,1,2,2,2,2,2,2,1,1,1,1,0,40,1,1,2,3,6,4,18739383,1,8,1,1,3,1,3,0,1,1,1,1,1,27,11,1,2,87,87,87,2,3,27,15,5,42,10,2,6,18000,20000,0,5,2,3,2,2,2,2,2,2,2,2,2,2,4,1,1,7,5,6,4,6,3,6,3,6,6,6,6,6,6,6,1,2,2,2,2,2,2,6,2,3,3,2,0,0,0,0,0,0,2,3,2,0,2,2,2,2,2,2,2,2,2,2,2,0,0,2,2,2,0,2,2,2,2,2,0,0,0,0,4,2,1,2,1,2,2,1,1,1,1,1,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,3,4,0,0,2,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0
"57",8537,1,1,0,1,1,0,0,1,1,12,2,0,1,2,1,2,2,2,2,2,1,1,0,0,2,0,7,2,0,1,2,1,2,2,2,2,2,1,2,1,1,1,2,1,1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,9,1,1,3,1984,2,1984,2,5,2,1,2,2,2,2,2,1,1,1,4,1,0,40,2,0,2,3,6,4,8829069,1,5,1,2,4,1,2,0,1,1,1,1,1,62,3,8,4,87,87,87,2,7,32,10,5,32,10,5,3,10000,10000,2,2,2,3,2,2,2,2,2,2,2,2,2,2,4,1,1,7,1,6,1,6,1,6,2,6,6,6,6,6,6,6,2,2,2,2,1,1,2,6,1,3,2,2,0,0,0,0,0,0,2,3,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0,0,0,0,2,2,0,2,1,2,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,1,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"58",6796,1,1,0,1,1,0,0,1,1,12,1,3,2,1,2,2,2,2,2,2,1,1,0,0,2,0,10,1,1,1,1,2,2,2,2,2,2,1,0,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,10,1,1,3,1964,1,1964,10,2,2,2,2,1,2,2,2,2,6,2,1,1,0,49,1,1,2,4,7,5,3029805,1,8,4,1,1,9,1,0,1,1,1,3,1,37,14,13,7,87,87,87,5,7,79,2,10,79,2,10,2,50000,888888,6,3,1,3,1,2,2,2,1,2,2,2,1,1,1,1,1,1,7,2,6,1,6,2,6,1,2,2,1,1,2,2,6,6,6,6,6,6,6,1,6,1,3,1,2,4,4,3,3,2,1,1,1,0,2,2,2,1,1,1,1,1,1,1,1,2,2,0,0,0,0,4,1,4,4,1,1,4,1,1,4,1,1,4,1,2,1,1,1,1,1,1,2,1,2,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"59",10557,1,1,0,1,1,0,0,1,2,12,1,1,1,2,1,2,2,2,2,2,2,1,0,0,2,0,9,2,0,1,2,1,2,2,2,2,2,2,5,0,1,1,2,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,9,1,2,0,1973,1,1973,7,2,2,1,2,2,2,2,2,2,1,1,4,4,2,0,0,0,2,3,6,3,1409557,2,4,1,2,4,1,2,0,1,1,1,1,1,32,12,8,5,87,87,87,3,4,37,12,5,87,87,87,4,0,999999,1,1,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,3,7,2,6,1,6,2,6,1,2,1,2,2,2,2,6,6,6,6,6,6,6,3,6,2,3,2,0,0,0,0,0,0,4,6,2,2,2,2,2,4,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,2,1,1,1,2,1,1,1,1,2,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,1,1,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"60",7869,1,1,0,1,1,0,0,1,1,98,2,0,1,1,2,2,2,2,2,2,2,1,0,0,2,0,11,2,0,1,1,2,2,2,2,2,2,2,5,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,99,9,9,9,9999,9,9999,99,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,9,9,9,9,99,0,4333653,2,5,1,2,3,1,3,0,1,1,1,1,1,32,15,3,97,87,87,87,4,99,99,99,99,99,99,99,6,999999,999999,0,4,1,1,1,2,2,2,1,2,2,2,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,9,9,9,9,9,99,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,1,2,4,0,0,1,0,0,2,0,0,1,0,0,0,0,0,2,0,0,2,0,0
"61",12504,1,1,0,1,1,0,0,1,1,0,0,0,1,1,2,2,2,2,2,2,2,1,0,0,1,1,12,1,2,1,1,2,2,2,2,2,2,2,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,1986,1,1986,7,1,9,9,9,9,9,9,9,9,1,2,9,1,0,99,1,9,2,9,99,5,15151809,2,1,2,1,2,8,1,0,1,2,1,1,1,99,99,99,1,57,6,8,6,4,42,9,12,99,99,99,3,999999,999999,0,6,1,1,1,2,2,2,1,2,2,2,1,1,1,1,1,1,7,3,6,3,6,3,6,1,2,2,2,2,2,2,6,6,6,6,6,6,6,1,6,1,9,2,0,0,0,0,0,0,9,99,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,0,1,1,1,2,1,1,1,1,1,1,1,2,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"62",4892,1,1,0,1,1,0,0,1,1,12,2,0,1,2,2,1,2,2,2,2,2,1,0,0,2,0,12,2,0,1,1,2,2,2,2,2,2,2,3,1,2,1,1,1,2,1,1,2,3,1,1,1,1,1,1,1,2,1,1,2,5,0,1,6,1966,1,1967,4,2,1,2,1,1,2,2,2,2,1,1,1,1,0,52,1,1,1,1,2,4,2730323,2,5,4,1,3,3,4,0,1,1,1,1,1,62,2,12,4,87,87,87,4,10,37,12,11,37,12,11,4,8000,9000,4,2,1,3,4,2,2,2,1,2,2,2,1,1,1,1,1,1,7,2,6,2,6,3,6,2,2,2,2,2,2,1,6,6,6,6,6,6,6,1,6,1,9,2,0,0,0,0,0,0,1,1,1,0,2,2,2,1,1,1,1,1,1,0,0,9,9,1,1,1,0,1,1,4,4,1,1,1,1,0,1,1,0,1,1,2,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,1,1,0,3,3,0,1,0,0,0,0,0,1,0,0,0,0,0
"63",14693,1,1,0,1,1,0,0,1,1,8,2,0,1,2,1,2,2,2,2,2,2,1,0,0,2,0,11,2,0,1,2,1,2,2,2,2,2,2,1,1,1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,8,1,1,2,1984,1,1984,2,3,2,1,2,2,2,2,2,2,1,1,1,1,0,52,1,1,2,4,7,4,12700462,2,2,2,3,3,5,1,0,1,1,1,1,2,42,8,3,2,87,87,87,4,6,42,9,12,42,9,12,3,14000,14000,2,2,2,3,2,2,2,2,2,2,2,2,2,2,4,1,1,7,3,6,3,6,2,6,3,6,6,6,6,6,6,6,2,1,2,2,2,2,2,6,1,3,2,2,0,0,0,0,0,0,2,3,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0,2,2,0,2,2,0,2,1,2,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"64",13717,1,2,3,1,1,0,0,1,1,12,1,4,1,1,2,2,2,2,2,2,2,1,0,0,2,0,12,2,0,1,2,2,2,1,2,2,2,2,2,0,1,1,2,1,2,1,2,1,1,1,1,1,2,2,3,1,2,1,2,1,9,1,1,3,1985,1,1985,10,1,1,2,2,1,2,2,2,2,6,2,1,1,0,52,1,1,2,3,5,8,24922157,1,8,3,1,1,9,1,0,5,1,1,2,2,79,3,10,8,87,87,87,4,7,62,4,13,62,4,13,3,28000,28000,0,7,1,1,1,2,2,2,1,2,2,2,1,1,1,1,1,5,7,3,6,3,6,3,6,1,2,2,2,2,2,2,6,6,6,6,6,6,6,2,6,2,1,1,1,12,4,3,3,3,1,1,1,0,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,4,1,1,0,1,1,0,4,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"65",14197,1,1,0,1,1,0,0,1,1,8,2,0,1,2,1,2,2,2,2,2,2,1,0,0,2,0,8,2,0,1,2,1,2,2,2,2,2,2,5,2,1,1,1,1,1,1,1,1,2,1,2,1,2,1,2,1,2,1,2,2,9,1,1,2,1961,1,1961,2,3,2,1,2,2,2,2,2,2,1,1,1,1,0,52,2,0,2,3,6,3,2160192,1,7,1,1,3,1,4,0,1,1,1,1,1,47,10,6,2,87,87,87,2,6,47,10,5,57,6,5,6,30000,30000,1,1,2,3,2,2,2,2,2,2,2,2,9,1,2,1,1,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,3,3,3,2,0,0,0,0,0,0,2,3,2,0,2,2,2,2,2,4,4,2,2,1,1,1,1,4,4,4,0,4,2,4,4,4,0,4,1,1,1,1,0,1,1,1,2,1,2,1,1,1,2,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,2,0,2,0,0,0,2,0,0,0,7,2,3,5,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"66",3370,2,2,10,1,1,0,0,1,1,6,2,0,1,1,2,2,2,2,2,2,2,1,0,0,1,1,12,2,0,2,2,2,2,1,2,2,2,2,2,1,1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,8,1,1,3,1960,1,1960,2,1,1,2,2,2,2,2,2,2,1,1,1,1,0,52,1,1,2,4,7,4,22703321,1,6,1,1,4,1,4,1,2,3,1,1,3,32,15,6,2,37,14,8,4,7,37,14,6,57,2,4,3,37000,38300,2,2,1,3,1,2,2,2,1,2,2,2,1,1,1,1,1,1,7,2,6,2,6,2,6,2,1,2,1,1,2,2,6,6,6,6,6,6,6,1,6,3,3,2,0,0,0,0,0,0,1,1,1,0,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,4,4,1,2,4,1,2,1,1,0,1,1,2,1,1,2,1,1,1,1,1,2,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,3,4,5,0,1,1,0,3,3,0,1,0,0,0,0,0,1,0,0,0,0,0
"67",6653,2,1,0,2,1,0,0,1,1,8,1,2,2,2,2,2,2,1,2,2,2,1,0,0,2,0,8,1,1,2,2,2,2,2,1,2,2,2,3,3,2,1,2,2,4,1,2,2,3,1,2,1,2,1,2,1,1,1,1,2,8,1,1,2,1972,1,1972,2,5,2,2,2,2,1,2,2,2,5,2,2,1,0,24,1,1,1,2,3,8,18691619,1,8,2,1,1,9,1,9,1,3,3,3,3,47,10,4,6,87,87,87,5,6,42,10,4,37,13,4,5,10000,14050,0,7,3,1,3,2,1,2,3,2,1,2,3,1,1,1,1,3,7,4,6,3,6,3,6,2,2,2,1,2,2,1,6,6,6,6,6,6,6,2,6,2,1,1,1,4,1,1,1,1,3,5,3,0,2,1,2,3,3,3,3,3,3,3,3,3,3,0,0,0,0,5,1,1,1,1,0,0,0,0,1,1,0,1,1,1,2,1,2,1,2,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"68",11772,1,1,0,1,1,0,0,1,2,8,2,0,2,2,2,2,2,2,2,2,1,1,0,0,1,1,12,2,0,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,4,1,2,2,4,1,2,1,2,1,2,1,2,1,1,2,10,1,1,2,1983,1,1983,9,3,2,2,2,2,2,2,2,1,5,2,1,1,0,52,1,1,2,3,6,5,23778575,1,3,1,1,2,2,1,0,1,1,1,3,3,42,7,8,2,32,12,8,4,6,52,4,3,52,4,3,3,15000,15000,0,6,1,1,3,2,2,2,1,2,2,2,1,1,1,1,1,4,7,3,6,2,6,3,6,1,2,2,2,2,2,2,6,6,6,6,6,6,6,2,6,2,3,1,2,20,4,1,2,2,1,1,1,0,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,2,2,1,2,2,2,1,2,2,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"69",10923,1,1,0,1,1,0,0,1,1,6,2,0,1,8,8,8,8,8,8,8,8,1,0,0,2,0,9,2,0,1,1,2,2,2,2,2,2,2,3,0,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,9,1,2,0,1978,1,1978,2,3,1,2,2,2,2,2,2,2,3,1,6,2,1,10,1,1,1,1,2,2,9157707,1,3,1,2,4,1,3,0,1,1,1,1,1,27,15,5,2,87,87,87,3,4,22,15,13,32,10,5,3,3000,9000,0,4,1,1,1,2,2,2,1,2,2,2,1,1,7,2,1,5,7,5,6,5,6,5,6,5,5,5,5,5,5,5,6,6,6,6,6,6,6,5,6,5,6,5,0,0,5,5,5,5,0,2,1,0,2,2,2,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,2,3,0,1,1,0,2,2,0,0,1,0,0,0,0,0,2,0,0,2,0
"70",16314,1,2,13,1,2,5,1,1,1,98,3,0,2,1,2,2,2,2,2,2,2,2,5,1,1,1,98,3,0,9,1,2,2,2,2,2,2,2,5,3,2,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,10,1,1,3,1985,1,1985,1,0,1,2,2,1,2,2,2,2,6,2,1,1,0,52,1,1,8,8,88,5,1923640,1,2,2,1,1,9,1,0,2,1,1,3,9,88,88,88,88,88,88,88,88,7,22,16,10,52,6,4,6,888888,888888,6,3,1,3,1,2,2,2,1,2,2,2,1,1,1,1,1,1,7,1,6,1,6,1,6,1,2,2,2,2,2,2,6,6,6,6,6,6,6,3,6,3,3,2,0,0,0,0,0,0,4,6,1,2,2,2,2,4,1,4,1,1,1,1,1,9,9,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
